ORDERNUMBER;ORDERDATE;REQUIREDDATE;SHIPPEDDATE;STATUS;PRODUCTCODE;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;PRODUCTNAME;PRODUCTLINE;PRODUCTSCALE;PRODUCTVENDOR;PRODUCTDESCRIPTION;QUANTITYINSTOCK;BUYPRICE;MSRP;CUSTOMERNUMBER;CUSTOMERNAME;CITY;STATE;POSTALCODE;COUNTRY;CREDITLIMIT;FIRSTNAME;LASTNAME;EMAIL;JOBTITLE;OFFICECODE;CITY_1;PHONE;STATE_1;COUNTRY_1;POSTALCODE_1;TERRITORY
10182;11/12/2019;11/21/2019;11/18/2019;Shipped;S24_3432;49;95,3;17;2002 Chevy Corvette;Classic Cars;01:24;Gearbox Collectibles;The operating parts of this limited edition Diecast 2002 Chevy Corvette 50th Anniversary Pace car Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, poseable streering, opening doors and trunk.;9446;62,11;107,08;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10182;11/12/2019;11/21/2019;11/18/2019;Shipped;S24_3969;23;34,88;8;1936 Mercedes Benz 500k Roadster;Vintage Cars;01:24;Red Start Diecast;This model features grille-mounted chrome horn, lift-up louvered hood, fold-down rumble seat, working steering system and rubber wheels. Color black.;2081;21,75;41,03;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S10_4962;50;138,88;9;1962 LanciaA Delta 16V;Classic Cars;01:10;Second Gear Diecast;Features include: Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;6791;103,42;147,74;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S12_1666;25;110,7;13;1958 Setra Bus;Trucks and Buses;01:12;Welly Diecast Productions;Model features 30 windows, skylights & glare resistant glass, working steering system, original logos;1579;77,9;136,67;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S12_4473;36;95,99;1;1957 Chevy Pickup;Trucks and Buses;01:12;Exoto Designs;"1:12 scale die-cast about 20"" long Hood opens, Rubber wheels";6125;55,7;118,5;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S18_2319;26;104,32;4;1964 Mercedes Tour Bus;Trucks and Buses;01:18;Unimax Art Galleries;Exact replica. 100+ parts. working steering system, original logos;8258;74,86;122,73;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S18_2432;28;53,48;7;1926 Ford Fire Engine;Trucks and Buses;01:18;Carousel DieCast Legends;Gleaming red handsome appearance. Everything is here the fire hoses, ladder, axes, bells, lanterns, ready to fight any inferno.;2018;24,92;60,77;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S18_3232;22;157,49;5;1992 Ferrari 360 Spider red;Classic Cars;01:18;Unimax Art Galleries;his replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;8347;77,9;169,34;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S18_4600;41;119,87;10;1940s Ford truck;Trucks and Buses;01:18;Motor City Art Classics;This 1940s Ford Pick-Up truck is re-created in 1:18 scale of original 1940s Ford truck. This antique style metal 1940s Ford Flatbed truck is all hand-assembled. This collectible 1940's Pick-Up truck is painted in classic dark green color, and features rotating wheels.;3128;84,76;121,08;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S18_4668;39;43,77;14;1939 Cadillac Limousine;Vintage Cars;01:18;Studio M Art Models;Features completely detailed interior including Velvet flocked drapes,deluxe wood grain floor, and a wood grain casket with seperate chrome handles;6645;23,14;50,31;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S24_2300;48;115,01;6;1962 Volkswagen Microbus;Trucks and Buses;01:24;Autoart Studio Design;This 1:18 scale die cast replica of the 1962 Microbus is loaded with features: A working steering system, opening front doors and tailgate, and famous two-tone factory baked enamel finish, are all topped of by the sliding, real fabric, sunroof.;2327;61,34;127,79;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S24_2840;33;34,65;2;1958 Chevy Corvette Limited Edition;Classic Cars;01:24;Carousel DieCast Legends;The operating parts of this 1958 Chevy Corvette Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, working streering, opening doors and trunk. Color dark green.;2542;15,91;35,36;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S32_1268;25;78,97;8;1980’s GM Manhattan Express;Trucks and Buses;01:32;Motor City Art Classics;This 1980’s era new look Manhattan express is still active, running from the Bronx to mid-town Manhattan. Has 35 opeining windows and working lights. Needs a battery.;5099;53,93;96,31;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S32_2509;23;49,78;3;1954 Greyhound Scenicruiser;Trucks and Buses;01:32;Classic Metal Creations;Model features bi-level seating, 50 windows, skylights & glare resistant glass, working steering system, original logos;2874;25,98;54,11;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S32_3522;30;52,36;12;1996 Peterbilt 379 Stake Bed with Outrigger;Trucks and Buses;01:32;Red Start Diecast;This model features, opening doors, detailed engine, working steering, tinted windows, detailed interior, die-struck logos, removable stakes operating outriggers, detachable second trailer, functioning 360-degree self loader, precision molded resin trailer and trim, baked enamel finish on cab;814;33,61;64,64;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10229;3/11/2020;3/20/2020;3/12/2020;Shipped;S700_2824;50;91,04;11;1982 Camaro Z28;Classic Cars;01:18;Carousel DieCast Legends;"Features include opening and closing doors. Color: White. Measures approximately 9 1/2"" Long.";6934;46,53;101,15;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10271;7/20/2020;7/29/2020;7/23/2020;Shipped;S12_4473;31;99,54;5;1957 Chevy Pickup;Trucks and Buses;01:12;Exoto Designs;"1:12 scale die-cast about 20"" long Hood opens, Rubber wheels";6125;55,7;118,5;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10271;7/20/2020;7/29/2020;7/23/2020;Shipped;S18_2238;50;147,36;4;1998 Chrysler Plymouth Prowler;Classic Cars;01:18;Gearbox Collectibles;Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;4724;101,51;163,73;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10271;7/20/2020;7/29/2020;7/23/2020;Shipped;S18_2319;50;121,5;8;1964 Mercedes Tour Bus;Trucks and Buses;01:18;Unimax Art Galleries;Exact replica. 100+ parts. working steering system, original logos;8258;74,86;122,73;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10271;7/20/2020;7/29/2020;7/23/2020;Shipped;S18_2432;25;59,55;11;1926 Ford Fire Engine;Trucks and Buses;01:18;Carousel DieCast Legends;Gleaming red handsome appearance. Everything is here the fire hoses, ladder, axes, bells, lanterns, ready to fight any inferno.;2018;24,92;60,77;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10271;7/20/2020;7/29/2020;7/23/2020;Shipped;S18_3232;20;169,34;9;1992 Ferrari 360 Spider red;Classic Cars;01:18;Unimax Art Galleries;his replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;8347;77,9;169,34;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10271;7/20/2020;7/29/2020;7/23/2020;Shipped;S24_1444;45;49,71;2;1970 Dodge Coronet;Classic Cars;01:24;Highway 66 Mini Classics;"1:24 scale die-cast about 18"" long doors open, hood opens and rubber wheels";4074;32,37;57,8;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10271;7/20/2020;7/29/2020;7/23/2020;Shipped;S24_2300;43;122,68;10;1962 Volkswagen Microbus;Trucks and Buses;01:24;Autoart Studio Design;This 1:18 scale die cast replica of the 1962 Microbus is loaded with features: A working steering system, opening front doors and tailgate, and famous two-tone factory baked enamel finish, are all topped of by the sliding, real fabric, sunroof.;2327;61,34;127,79;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10271;7/20/2020;7/29/2020;7/23/2020;Shipped;S24_2840;38;28,64;6;1958 Chevy Corvette Limited Edition;Classic Cars;01:24;Carousel DieCast Legends;The operating parts of this 1958 Chevy Corvette Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, working streering, opening doors and trunk. Color dark green.;2542;15,91;35,36;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10271;7/20/2020;7/29/2020;7/23/2020;Shipped;S24_4048;22;110;1;1992 Porsche Cayenne Turbo Silver;Classic Cars;01:24;Exoto Designs;This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;6582;69,78;118,28;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10271;7/20/2020;7/29/2020;7/23/2020;Shipped;S32_2509;35;51,95;7;1954 Greyhound Scenicruiser;Trucks and Buses;01:32;Classic Metal Creations;Model features bi-level seating, 50 windows, skylights & glare resistant glass, working steering system, original logos;2874;25,98;54,11;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10271;7/20/2020;7/29/2020;7/23/2020;Shipped;S50_1392;34;93,76;3;Diamond T620 Semi-Skirted Tanker;Trucks and Buses;01:50;Highway 66 Mini Classics;This limited edition model is licensed and perfectly scaled for Lionel Trains. The Diamond T620 has been produced in solid precision diecast and painted with a fire baked enamel finish. It comes with a removable tanker and is a perfect model to add authenticity to your static train or car layout or to just have on display.;1016;68,29;115,75;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10282;8/20/2020;8/26/2020;8/22/2020;Shipped;S12_1108;41;176,63;5;2001 Ferrari Enzo;Classic Cars;01:12;Second Gear Diecast;Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;3619;95,59;207,8;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10282;8/20/2020;8/26/2020;8/22/2020;Shipped;S12_3148;27;142,02;6;1969 Corvair Monza;Classic Cars;01:18;Welly Diecast Productions;"1:18 scale die-cast about 10"" long doors open, hood opens, trunk opens and wheels roll";6906;89,14;151,08;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10282;8/20/2020;8/26/2020;8/22/2020;Shipped;S12_3891;24;169,56;4;1969 Ford Falcon;Classic Cars;01:12;Second Gear Diecast;Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;1049;83,05;173,02;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10282;8/20/2020;8/26/2020;8/22/2020;Shipped;S18_2238;23;147,36;13;1998 Chrysler Plymouth Prowler;Classic Cars;01:18;Gearbox Collectibles;Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;4724;101,51;163,73;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10282;8/20/2020;8/26/2020;8/22/2020;Shipped;S18_3140;43;122,93;1;1903 Ford Model A;Vintage Cars;01:18;Unimax Art Galleries;Features opening trunk,  working steering system;3913;68,3;136,59;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10282;8/20/2020;8/26/2020;8/22/2020;Shipped;S18_3259;36;88,74;3;Collectable Wooden Train;Trains;01:18;Carousel DieCast Legends;Hand crafted wooden toy train set is in about 1:18 scale, 25 inches in total length including 2 additional carts, of actual vintage train. This antique style wooden toy train model set is all hand-assembled with 100% wood.;6450;67,56;100,84;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10282;8/20/2020;8/26/2020;8/22/2020;Shipped;S18_4027;31;132,13;8;1970 Triumph Spitfire;Classic Cars;01:18;Min Lin Diecast;Features include opening and closing doors. Color: White.;5545;91,92;143,62;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10282;8/20/2020;8/26/2020;8/22/2020;Shipped;S24_1444;29;49,71;11;1970 Dodge Coronet;Classic Cars;01:24;Highway 66 Mini Classics;"1:24 scale die-cast about 18"" long doors open, hood opens and rubber wheels";4074;32,37;57,8;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10282;8/20/2020;8/26/2020;8/22/2020;Shipped;S24_4048;39;96,99;10;1992 Porsche Cayenne Turbo Silver;Classic Cars;01:24;Exoto Designs;This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;6582;69,78;118,28;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10282;8/20/2020;8/26/2020;8/22/2020;Shipped;S32_3207;36;51,58;9;1950's Chicago Surface Lines Streetcar;Trains;01:32;Gearbox Collectibles;This streetcar is a joy to see. It has 80 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).;8601;26,72;62,14;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
10282;8/20/2020;8/26/2020;8/22/2020;Shipped;S50_1392;38;114,59;12;Diamond T620 Semi-Skirted Tanker;Trucks and Buses;01:50;Highway 66 Mini Classics;This limited edition model is licensed and perfectly scaled for Lionel Trains. The Diamond T620 has been produced in solid precision diecast and painted with a fire baked enamel finish. It comes with a removable tanker and is a perfect model to add authenticity to your static train or car layout or to just have on display.;1016;68,29;115,75;124;Mini Gifts Distributors Ltd.;San Rafael;CA;97562;USA;210500;Leslie;Jennings;ljennings@classicmodelcars.com;Sales Rep;1;San Francisco;+1 650 219 4782;CA;USA;94080;NA
